code,movie_tile,lat_lon
t0060196,"The Good, the Bad and the Ugly","{'Carazo, Burgos, Castilla y León, Spain ': ['41.968104', '-3.353376'], 'Cabo de Gata, Almería, Andalucía, Spain ': ['36.781747', '-2.242248'], 'Covarrubias, Burgos, Castilla y León, Spain ': ['42.060236', '-3.5193'], 'Santo Domingo de Silos, Burgos, Castilla y León, Spain ': ['41.962462', '-3.418922'], 'Burgos, Castilla y León, Spain ': ['42.343993', '-3.696906'], 'Tabernas, Almería, Andalucía, Spain ': ['37.051679', '-2.390055'], 'Colmenar Viejo, Madrid, Spain ': ['40.662648', '-3.771046'], 'Cortijo del Fraile, Níjar, Almería, Andalucía, Spain ': ['36.86563', '-2.075061'], 'La Calahorra, Granada, Andalucía, Spain ': ['37.181482', '-3.063881'], 'Mini Hollywood, Tabernas, Almería, Andalucía, Spain ': ['37.019863', '-2.431573'], 'Elios Film, Rome, Lazio, Italy ': ['41.88678', '12.420094'], 'Rome, Lazio, Italy ': ['41.9027835', '12.4963655'], 'Arlanza River, Burgos, Castilla y León, Spain ': ['42.039238', '-3.584948'], 'Monasterio de San Pedro de Arlanza, Hortigüela, Burgos, Castilla y León, Spain ': ['42.048508', '-3.467116'], 'La Pedriza, Manzanares el Real, Madrid, Spain ': ['40.772523', '-3.870032'], 'Andalucía, Spain ': ['37.544271', '-4.727753'], 'Desierto de Tabernas, Almería, Andalucía, Spain ': ['37.001205', '-2.450398'], 'Durango, Mexico ': ['24.0277202', '-104.65317590000001'], 'Estación de Calahorra, Guadix, Granada, Andalucía, Spain ': ['37.181482', '-3.063881'], 'Los Albaricoques, Cabo de Gata, Almería, Andalucía, Spain ': ['36.84986', '-2.123545'], 'Almería, Andalucía, Spain ': ['36.834047', '-2.4637136000000055'], 'Rodalquilar, Almería, Andalucía, Spain ': ['36.845894', '-2.042628'], 'Granada, Andalucía, Spain ': ['37.1773363', '-3.5985571'], 'Cortijada del Higo Seco, Níjar, Almería, Andalucía, Spain ': ['36.9659306', '-2.2067723']}"
t0109830,Forrest Gump,"{'Chippewa Square, Savannah, Georgia, USA ': ['32.07582', '-81.093148'], 'Marshall Point Lighthouse, Port Clyde, Maine, USA ': ['43.917413', '-69.261225'], 'Pemaquid, Maine, USA ': ['43.924805', '-69.495413'], 'Savannah, Georgia, USA ': ['32.0835407', '-81.0998342'], 'Beaufort, South Carolina, USA ': ['32.4315813', '-80.6698286'], 'Monument Valley, Utah, USA ': ['37.004509', '-110.173244'], 'Valley of the Gods, Mexican Hat, Utah, USA ': ['37.275197', '-109.868256'], 'Fripp Island, South Carolina, USA ': ['32.315928', '-80.483644'], 'Flagstaff, Arizona, USA ': ['35.1982836', '-111.651302'], 'Bluff Plantation - 3547 Combahee Road, Yemassee, South Carolina, USA ': ['32.687675', '-80.732895'], 'Biltmore Estate - 1 Approach Road, Asheville, North Carolina, USA ': ['35.540567', '-82.55232'], 'Santa Monica Pier, Santa Monica, California, USA ': ['34.0093515', '-118.49746820000001'], 'Grandfather Mountain, Linville, North Carolina, USA ': ['36.111111', '-81.811389'], 'Pritchardville, South Carolina, USA ': ['32.237978', '-80.964277'], 'Twin Arrows, Arizona, USA ': ['35.431812', '-111.379893'], 'Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA ': ['34.084437', '-118.319147'], 'Blackfeet Indian Reservation, Montana, USA ': ['48.666644', '-112.917583'], 'Lincoln Memorial, National Mall, Washington, District of Columbia, USA ': ['38.8892686', '-77.05017599999996'], 'The Ebell of Los Angeles - 743 S Lucerne Blvd, Los Angeles, California, USA ': ['34.061206', '-118.324858'], 'Varnville, South Carolina, USA ': ['32.850445', '-81.079272'], 'Orange, California, USA ': ['33.7877944', '-117.85311189999999'], 'Glacier National Park, Montana, USA ': ['48.7596128', '-113.78702250000003'], 'University of Southern California, Los Angeles, California, USA ': ['34.029511', '-118.28482'], 'Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA ': ['34.061662', '-118.297692'], 'East Los Angeles College - 1301 Avenida Cesar Chavez, Monterey Park, California, USA ': ['34.042868', '-118.151769'], ""Grauman's Chinese Theater - 6925 Hollywood Blvd., Hollywood, Los Angeles, California, USA "": ['34.102023', '-118.340971'], 'Marks Hall - 612 W. 35th Place, University of Southern California, Los Angeles, California, USA ': ['34.019751', '-118.282148'], 'Monument Valley, Arizona, USA ': ['36.9913715', '-110.1938672'], 'Edward L. Doheny Jr. Memorial Library, University of Southern California - 3550 Trousdale Parkway, Los Angeles, California, USA ': ['34.020164', '-118.283693']}"
t0137523,Fight Club,"{'240 North Neptune Avenue, Los Angeles, California, USA ': ['33.77275', '-118.268262'], '217 Figueroa Street, Los Angeles, California, USA ': ['34.056376', '-118.253778'], '325 West 8th Street - Los Angeles, California, USA ': ['34.044495', '-118.255469'], '123 South Figueroa Street, Los Angeles, California, USA ': ['34.057277', '-118.252667'], ""St. Brendan's Catholic Church - 310 S. Van Ness Avenue, Hancock Park, Los Angeles, California, USA "": ['34.068522', '-118.314787'], 'Stage 15, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA ': ['34.05179', '-118.412511'], '421 W. Eighth Street, Los Angeles, California, USA ': ['34.045055', '-118.256363'], '1331 B Street, Wilmington, Los Angeles, California, USA ': ['33.770621', '-118.27834'], 'Tower Theatre - 802 S. Broadway, Downtown, Los Angeles, California, USA ': ['34.043506', '-118.254517'], 'Melrose Avenue at North Heliotrope Drive, Los Angeles, California, USA ': ['34.083599', '-118.294976'], '505 North Avalon Boulevard, Los Angeles, California, USA ': ['33.775828', '-118.262552'], '330 West 8th Street, Los Angeles, California, USA ': ['34.044179', '-118.255734'], '150 World Way, Los Angeles, California, USA ': ['33.947103', '-118.401243'], 'Los Angeles Center Studios - 450 S. Bixel Street, Downtown, Los Angeles, California, USA ': ['34.055257', '-118.261086'], 'Olympic Theatre - 313 W. Eighth Street, Los Angeles, California, USA ': ['34.044276', '-118.254992'], 'San Pedro, Los Angeles, California, USA ': ['33.7360619', '-118.2922461'], 'Stage 16, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA ': ['34.05179', '-118.412511'], 'Los Angeles Theatre - 615 S. Broadway, Downtown, Los Angeles, California, USA ': ['34.046444', '-118.252639'], 'Hancock Park, Los Angeles, California, USA ': ['34.072333', '-118.328661'], 'Century City, Los Angeles, California, USA ': ['34.0536608', '-118.4133894'], '4313 Melrose Avenue, Los Angeles, California, USA ': ['34.083965', '-118.294467'], 'Ukrainian Culture Center - 4315 Melrose Avenue, Los Angeles, California, USA ': ['34.083698', '-118.294532'], '4323 Melrose Avenue, Los Angeles, California, USA ': ['34.083728', '-118.294814'], 'Wilmington, Los Angeles, California, USA ': ['33.7857948', '-118.2643567'], 'Downtown, Los Angeles, California, USA ': ['34.040713', '-118.246769'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'USA ': ['44.427963', '-110.58845500000001']}"
t0167261,The Lord of the Rings: The Two Towers,"{'Hinuera Valley, Matamata, Waikato, New Zealand ': ['-37.852759', '175.758303'], 'Mount Tasman, Southern Alps, New Zealand ': ['-43.566667', '170.15'], 'Queenstown, Otago, New Zealand ': ['-45.031162', '168.662644'], 'Dry Creek Quarry, Wellington, New Zealand ': ['-41.2864603', '174.77623600000004'], 'Mount Ruapehu, Tongariro National Park, Central Plateau, New Zealand ': ['-39.281721', '175.56851'], 'Camperdown Studios, Camperdown Road, Miramar, Wellington, New Zealand ': ['-41.306773', '174.825341'], 'Milford Sound, Fiordland National Park, Southland, New Zealand ': ['-44.641402', '167.89738'], 'Te Anau, Southland District, Southland, New Zealand ': ['-45.414452', '167.718053'], 'Twizel, Canterbury, New Zealand ': ['-44.259901', '170.104294'], 'Upper Hutt, Wellington, New Zealand ': ['-41.1244327', '175.0707834'], 'Mount Sunday, Canterbury, South Island, New Zealand ': ['-43.547972', '170.892946'], 'Fiordland National Park, Southland, New Zealand ': ['-45.462944', '167.542202'], 'South Island, New Zealand ': ['-45.152671', '169.892633'], 'Southland District, Southland, New Zealand ': ['-45.848916', '167.675539'], 'Tongariro National Park, Central Plateau, New Zealand ': ['-39.041455', '175.733648'], 'Miramar, Wellington, New Zealand ': ['-41.316882', '174.817566'], 'Matamata, Waikato, New Zealand ': ['-37.8108803', '175.77646070000003'], 'Central Plateau, New Zealand ': ['-39.041455', '175.733648'], 'Canterbury, New Zealand ': ['-43.754228', '171.163724'], 'Wellington, New Zealand ': ['-41.2864603', '174.77623600000004'], 'New Zealand ': ['-40.900557', '174.88597100000004'], 'Canterbury, South Island, New Zealand ': ['-43.754228', '171.163724']}"
t1375666,Inception,"{'Fortress Mountain, Kananaskis Country, Alberta, Canada ': ['50.917246', '-115.147214'], 'Tangier, Morocco ': ['35.7594651', '-5.833954299999959'], 'Shizuoka, Japan ': ['35.09294', '138.319028'], 'Tokyo, Japan ': ['35.7090259', '139.73199249999993'], 'Alberta, Canada ': ['53.9332706', '-116.5765035'], 'Da Stuzzi Delicatessen, 6 Rue César Franck, Paris 15, France ': ['48.847471', '2.309871'], 'Kananaskis Village, Kananaskis Country, Alberta, Canada ': ['50.917246', '-115.147214'], 'Pont de Bir-Hakeim, Paris, France ': ['48.855581', '2.287589'], 'Bedford, Bedfordshire, England, UK ': ['52.135974', '-0.466656'], 'Cardington Airship Hangars, Bedfordshire, England, UK ': ['52.109389', '-0.422906'], 'Spring Street, Downtown, Los Angeles, California, USA ': ['34.047188', '-118.249824'], 'University College London, Bloomsbury, London, England, UK ': ['51.524706', '-0.133569'], 'Morocco ': ['31.791702', '-7.09262'], 'Commodore Schuyler F. Heim Bridge, Port of Los Angeles, Los Angeles, California, USA ': ['33.765815', '-118.239383'], 'Farnborough Airfield, Hampshire, England, UK ': ['51.283039', '-0.777307'], 'Rancho Palos Verdes, California, USA ': ['33.7444613', '-118.38701730000002'], 'Rue Bouchut, Paris 15, Paris, France ': ['48.846951', '2.309988'], 'Bedfordshire, England, UK ': ['52.062739', '-0.529209'], 'Stage 16, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA ': ['34.147547', '-118.33903'], 'John Ferraro Building, 111 North Hope Street, Los Angeles, California, USA ': ['34.05785', '-118.249215'], 'Leo Carrillo State Beach - 35000 W. Pacific Coast Highway, Malibu, California, USA ': ['34.043617', '-118.935806'], 'Pasadena, California, USA ': ['34.1477849', '-118.14451550000001'], '1240 S Hope St, Los Angeles, California, USA ': ['34.039895', '-118.264859'], 'Falls Lake, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA ': ['34.137868', '-118.352863'], '453 S Spring St, Los Angeles, California, USA ': ['34.047783', '-118.249519'], 'Malibu, California, USA ': ['34.0259216', '-118.77975709999998'], 'Paris 15, Paris, France ': ['48.842162', '2.292766'], 'Downtown, Los Angeles, California, USA ': ['34.040713', '-118.246769'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], 'France ': ['46.227638', '2.213749000000007'], 'Paris, France ': ['48.856614', '2.3522219'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'Ark Mori Building - 1-12-32, Akasaka, Minato, Tokyo, Japan ': ['35.667113', '139.740135'], 'Los Angeles Department of Water and Power -111 N Hope St Los Angeles, California, USA ': ['34.032942', '-118.257691']}"
t0080684,Star Wars: Episode V - The Empire Strikes Back,"{'Hardangerjøkulen Glacier, Finse, Norway ': ['60.547676', '7.448344'], 'Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Lee International Studios, Wembley, London, England, UK ': ['51.55686', '-0.283696'], 'Stage 1, Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Stage 2, Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Stage 8, Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Stage 4, Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Stage 6/Star Wars Stage, Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Stage 9, Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Stage 5, Elstree Studios, Borehamwood, Hertfordshire, England, UK ': ['51.65814', '-0.269236'], 'Norway ': ['60.47202399999999', '8.46894599999996'], 'San Francisco Armory, 1800 Mission Street, San Francisco, California, USA ': ['37.767817', '-122.420575'], 'San Francisco, California, USA ': ['37.7749295', '-122.4194155'], 'Borehamwood, Hertfordshire, England, UK ': ['51.657728', '-0.272308'], 'Hertfordshire, England, UK ': ['51.809782', '-0.237674'], 'Wembley, London, England, UK ': ['51.550501', '-0.304841'], 'London, England, UK ': ['51.5073509', '-0.1277583'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'USA ': ['44.427963', '-110.58845500000001'], 'England, UK ': ['52.3555177', '-1.1743197000000691'], 'UK ': ['55.378051', '-3.43597299999999']}"
t0133093,The Matrix,"{'Nashville, Tennessee, USA ': ['36.1626638', '-86.7816016'], 'Sydney, New South Wales, Australia ': ['-33.8674869', '151.20699020000006'], 'Redfern, Sydney, New South Wales, Australia ': ['-33.89334', '151.20461'], 'San Francisco, California, USA ': ['37.7749295', '-122.4194155'], 'Sydney Central Business District, Sydney, New South Wales, Australia ': ['-33.864174', '151.205287'], 'Colonial State Bank Centre, Martin Place, Sydney, New South Wales, Australia ': ['-33.86771', '151.209861'], 'Westin Hotel, Martin Place, Sydney, New South Wales, Australia ': ['-33.86771', '151.209861'], 'Forty One Restaurant, Chifley Tower, Sydney, New South Wales, Australia ': ['-33.865859', '151.211671'], 'BT Tower, Market Street, Sydney, New South Wales, Australia ': ['-33.870811', '151.206707'], ""Corner of Pitt, O'Connell and Hunter Streets, Sydney, New South Wales, Australia "": ['-33.815271', '150.999564'], 'Hickson Road, Millers Point, Sydney, New South Wales, Australia ': ['-33.860224', '151.202664'], 'Rozelle, Sydney, New South Wales, Australia ': ['-33.86488', '151.16735'], 'Waterloo, Sydney, New South Wales, Australia ': ['-33.9004', '151.20664'], 'Disney Studios, Moore Park, Sydney, New South Wales, Australia ': ['-33.893069', '151.223953'], 'Martin Place Fountain, Martin Place, Sydney, New South Wales, Australia ': ['-33.86771', '151.209861'], 'Museum Underground Station, Hyde Park, Sydney, New South Wales, Australia ': ['-33.873138', '151.211276'], 'Pittwater, Broken Bay, New South Wales, Australia ': ['-33.556574', '151.332686'], 'Surry Hills, Sydney, New South Wales, Australia ': ['-33.890647', '151.212925'], 'AON Tower, Kent Street, Sydney, New South Wales, Australia ': ['-33.863618', '151.203721'], 'Allianz Building, Market Street, Sydney, New South Wales, Australia ': ['-33.870595', '151.204143'], 'Stage 4, Fox Studios, Moore Park, Sydney, New South Wales, Australia ': ['-33.893069', '151.223953'], 'Chippendale, Sydney, New South Wales, Australia ': ['-33.88448', '151.19734']}"
t0099685,Goodfellas,"{'Copacabana Nightclub - 10 East 60th Street, East Side, Manhattan, New York City, New York, USA ': ['40.764356', '-73.971895'], 'Staten Island, New York City, New York, USA ': ['40.5795317', '-74.15020070000003'], 'The Oriental Manor, 1818 86th St, Brooklyn, New York City, New York, USA ': ['40.606753', '-74.002355'], '2409 32nd Street, Astoria, Queens, New York City, New York, USA ': ['40.762297', '-73.923709'], '56-26 Maspeth Avenue, Maspeth, New York City, New York, USA ': ['40.722757', '-73.913455'], 'Collaros Italiano Restaurant - 2758 Coney Island Avenue & Avenue Y, Coney Island, Brooklyn, New York City, New York, USA ': ['40.589051', '-73.960826'], 'East Side, Manhattan, New York City, New York, USA ': ['40.773565', '-73.956555'], 'George Washington Bridge, Manhattan, New York City, New York, USA ': ['40.849304', '-73.941254'], 'Hawaii Kai Restaurant, 49th Street, Broadway, Manhattan, New York City, New York, USA ': ['40.761683', '-73.983669'], '19 Alfred Lane, New Rochelle, New York, USA ': ['40.953743', '-73.779938'], '14 Alfred Lane, New Rochelle, New York, USA ': ['40.954043', '-73.780558'], 'Babbage Street, Richmond Hill, Queens, New York City, New York, USA ': ['40.701746', '-73.834599'], 'Coney Island, Brooklyn, New York City, New York, USA ': ['40.5749261', '-73.9859414'], 'Foley Square, Lower Manhattan, Manhattan, New York City, New York, USA ': ['40.714223', '-74.002718'], 'Fort Lee, New Jersey, USA ': ['40.856238', '-73.965372'], 'Jackson Hole Diner, 69-35 Astoria Blvd N, Flushing, Queens, New York, USA ': ['40.767549', '-73.899308'], 'Palisades Interstate Parkway, New Jersey, USA ': ['41.090585', '-73.990441'], '2995 Richmond Avenue, Staten Island, New York City, New York, USA ': ['40.572384', '-74.169885'], ""Salerno's Restaurant - 11711 Hillside Avenue, Richmond Hill, Queens, New York City, New York, USA "": ['40.700553', '-73.832838'], 'Tampa, Florida, USA ': ['27.950575', '-82.4571776'], 'Valley Stream, Long Island, New York, USA ': ['40.6642699', '-73.7084645'], 'West 9th Street & Smith Street, Red Hook, Brooklyn, New York City, New York, USA ': ['40.674742', '-73.997773'], '1080 Inwood Terrace, Fort Lee, New Jersey, USA ': ['40.837397', '-73.985987'], 'Fifth Avenue, Manhattan, New York City, New York, USA ': ['40.774734', '-73.965384'], 'Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA ': ['40.757198', '-73.924302'], 'Prospect Park, Brooklyn, New York City, New York, USA ': ['40.660204', '-73.968956'], 'Spartan Diner - 7320 Grand Avenue, Maspeth, Queens, New York City, New York, USA ': ['40.729644', '-73.889352'], 'Chicago, Illinois, USA ': ['41.8781136', '-87.6297982'], 'Marlboro, New Jersey, USA ': ['40.3380949', '-74.2687291'], 'Broadway, Manhattan, New York City, New York, USA ': ['40.704554', '-74.01427'], 'Catalina Beach Club - 2041 Park Street, Atlantic Beach, Long Island, New York, USA ': ['40.586961', '-73.739193'], 'Hudson River, New York, USA ': ['42.397697', '-73.886034'], 'Lower Manhattan, Manhattan, New York City, New York, USA ': ['40.723008', '-74.000633'], 'Oyster Bay, Long Island, New York, USA ': ['40.865654', '-73.532068'], 'Astoria, Queens, New York City, New York, USA ': ['40.7643574', '-73.9234619'], ""Neir's Tavern - 87-48 78th Street, Woodhaven, New York, USA "": ['40.689811', '-73.863515'], '23-83 31st Street - Queens, New York, USA ': ['40.772452', '-73.914825'], '49th Street, Manhattan, New York City, New York, USA ': ['40.762131', '-73.987667'], 'Atlantic Beach, Long Island, New York, USA ': ['40.588994', '-73.729021'], 'Gowanus Canal, Brooklyn, New York City, New York, USA ': ['40.670454', '-73.997694'], 'New York County Courthouse - 60 Centre Street, New York City, New York, USA ': ['40.714453', '-74.002198'], 'Woodhaven, Queens, New York City, New York, USA ': ['40.690137', '-73.856609'], 'JFK International Airport, Jamaica, Queens, New York City, New York, USA ': ['40.641311', '-73.778139'], 'Lawrence, Long Island, New York, USA ': ['40.61566', '-73.729576']}"
t0073486,One Flew Over the Cuckoo's Nest,"{'Oregon State Mental Hospital - 2600 Center Street NE, Salem, Oregon, USA ': ['44.939329', '-123.00277'], 'Depoe Bay, Oregon, USA ': ['44.8084467', '-124.06317130000002'], 'Salem, Oregon, USA ': ['44.9428975', '-123.03509630000002'], 'Fort Bragg, California, USA ': ['39.445723', '-123.8052935'], 'Oregon, USA ': ['43.8041334', '-120.55420119999997'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'USA ': ['44.427963', '-110.58845500000001']}"
t0114369,Se7en,"{'Pacific Electric Building, Los Angeles, California, USA ': ['34.04529', '-118.250601'], '123 E. 6th Street, Los Angeles, California, USA ': ['34.044897', '-118.24928'], 'Downtown, Los Angeles, California, USA ': ['34.040713', '-118.246769'], 'Alexandria Hotel - 501 S. Spring Street, Downtown, Los Angeles, California, USA ': ['34.04733', '-118.250001'], 'Mojave, California, USA ': ['35.0524699', '-118.17396450000001'], 'Rosslyn Hotel - 112 W. 5th Street, Los Angeles, California, USA ': ['34.046686', '-118.248893'], 'Giant Penny Building - 3rd Street & Broadway, Downtown, Los Angeles, California, USA ': ['34.050973', '-118.248039'], 'Spring Street Towers - 650 S. Spring Street, Downtown, Los Angeles, California, USA ': ['34.044616', '-118.251895'], 'Salon Pure - 117 E. 6th Street, Los Angeles, California, USA ': ['34.044985', '-118.249379'], 'New York Pizza Express - 6302 Hollywood Boulevard, Los Angeles, California, USA ': ['34.101477', '-118.326931'], '746 S. San Pedro Street, Los Angeles, California, USA ': ['34.039604', '-118.247728'], 'Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA ': ['34.061662', '-118.297692'], 'Biltmore Hotel Limousine lane/V.I.P. Ramp, 530 South Grand Ave, Los Angeles, California, USA ': ['34.04934', '-118.254461'], 'Quality Coffee Shop - 1238 West 7th Street, Los Angeles, California, USA ': ['34.051924', '-118.267129'], 'Lancaster, California, USA ': ['34.686785', '-118.154163'], '673 Mateo Street, Los Angeles, California, USA ': ['34.035526', '-118.232418'], 'Chester Williams Building - 215 W. 5th Street, Los Angeles, California, USA ': ['34.047878', '-118.2502'], 'Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA ': ['34.148731', '-118.338686'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'Hotel Alexandria - 501 South Spring Street, Los Angeles, California, USA ': ['34.04733', '-118.250001'], 'USA ': ['44.427963', '-110.58845500000001']}"
t0047478,Seven Samurai,"{'Izu Peninsula, Shizuoka, Japan ': ['34.652485', '138.964956'], 'Japan ': ['36.204824', '138.252924']}"
t0038650,It's a Wonderful Life,"{'RKO Encino Ranch - Balboa Boulevard & Burbank Boulevard, Encino, Los Angeles, California, USA ': ['34.171769', '-118.502045'], 'Beverly Hills High School - 241 Moreno Drive, Beverly Hills, California, USA ': ['34.061464', '-118.410425'], '4587 Viro Road, La Cañada Flintridge, California, USA ': ['34.197656', '-118.17912'], 'RKO-Pathé Studios - 9336 Washington Blvd., Culver City, California, USA ': ['34.02276', '-118.390849'], 'Beverly Hills, California, USA ': ['34.0736204', '-118.4003563'], 'Encino, Los Angeles, California, USA ': ['34.1517492', '-118.5214282'], 'Culver City, California, USA ': ['34.0211224', '-118.39646649999997'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'USA ': ['44.427963', '-110.58845500000001'], 'Los Angeles County, California, USA ': ['34.0522265', '-118.2436596']}"
t0102926,The Silence of the Lambs,"{'Bimini Airport, South Bimini Island, Bimini Islands, Bahamas ': ['25.700892', '-79.276122'], 'Western Center - 333 Curry Hill Rd., Canonsburg, Pennsylvania, USA ': ['40.270165', '-80.162002'], 'Bellaire, Ohio, USA ': ['40.016184', '-80.742305'], 'Lindbergh Avenue, Shaler Township, Pennsylvania, USA ': ['40.519111', '-79.957156'], 'Clay County, West Virginia, USA ': ['38.441772', '-81.119608'], 'Pittsburgh, Pennsylvania, USA ': ['40.4406248', '-79.9958864'], 'Front St, Glenwillard, Pennsylvania, USA ': ['40.558062', '-80.218643'], '8 Circle Street, Perryopolis, Pennsylvania, USA ': ['40.090411', '-79.721956'], 'Layton, Pennsylvania, USA ': ['40.090352', '-79.723374'], 'Old Allegheny County Jail - 5th Ave & Ross Street, Pittsburgh, Pennsylvania, USA ': ['40.434556', '-79.993762'], 'FBI Academy, Quantico, Virginia, USA ': ['38.531703', '-77.445188'], 'McKeesport, Pennsylvania, USA ': ['40.3470671', '-79.8641232'], 'E 8th Ave & Amity St, Homestead, Pennsylvania, USA ': ['40.407021', '-79.910824'], 'Main Street West, Rural Valley, Pennsylvania, USA ': ['40.799885', '-79.322316'], 'Soldiers and Sailors Museum and Memorial - 4141 Fifth Avenue, Pittsburgh, Pennsylvania, USA ': ['40.445003', '-79.956425'], 'Carnegie Museum of Natural History - 4400 Forbes Avenue, Pittsburgh, Pennsylvania, USA ': ['40.444163', '-79.949752'], 'Department of Labor Frances Perkins Building - 200 Constitution Avenue NW, Washington, District of Columbia, USA ': ['38.892845', '-77.014427'], 'Pittsburgh International Airport, Pittsburgh, Pennsylvania, USA ': ['40.4957722', '-80.2413113'], 'Memphis, Tennessee, USA ': ['35.1495343', '-90.0489801'], 'Washington, District of Columbia, USA ': ['38.9071923', '-77.0368707'], 'Tennessee, USA ': ['35.5174913', '-86.5804473'], 'Virginia, USA ': ['37.4315734', '-78.65689420000001'], 'Ohio, USA ': ['40.4172871', '-82.907123'], 'USA ': ['44.427963', '-110.58845500000001'], 'Pennsylvania, USA ': ['41.2033216', '-77.1945247'], 'South Bimini Island, Bimini Islands, Bahamas ': ['25.700892', '-79.276122'], 'Bimini Islands, Bahamas ': ['25.733298', '-79.272937'], 'Bahamas ': ['25.03428', '-77.39627999999999']}"
